county_state,fips,county,state,population
"Callaway, Missouri",29027,Callaway,Missouri,44743
"Camden, Missouri",29029,Camden,Missouri,46305
"Cape Girardeau, Missouri",29031,Cape Girardeau,Missouri,78871
"Carroll, Missouri",29033,Carroll,Missouri,8679
"Carter, Missouri",29035,Carter,Missouri,5982
"Cass, Missouri",29037,Cass,Missouri,105780
"Cedar, Missouri",29039,Cedar,Missouri,14349
"Chariton, Missouri",29041,Chariton,Missouri,7426
"Christian, Missouri",29043,Christian,Missouri,88595
"Clark, Missouri",29045,Clark,Missouri,6797
"Clay, Missouri",29047,Clay,Missouri,249948
"Clinton, Missouri",29049,Clinton,Missouri,20387
"Cole, Missouri",29051,Cole,Missouri,76745
"Cooper, Missouri",29053,Cooper,Missouri,17709
"Crawford, Missouri",29055,Crawford,Missouri,23920
"Dade, Missouri",29057,Dade,Missouri,7561
"Dallas, Missouri",29059,Dallas,Missouri,16878
"Daviess, Missouri",29061,Daviess,Missouri,8278
"DeKalb, Missouri",29063,DeKalb,Missouri,12547
"Dent, Missouri",29065,Dent,Missouri,15573
"Douglas, Missouri",29067,Douglas,Missouri,13185
"Dunklin, Missouri",29069,Dunklin,Missouri,29131
"Franklin, Missouri",29071,Franklin,Missouri,103967
"Gasconade, Missouri",29073,Gasconade,Missouri,14706
"Gentry, Missouri",29075,Gentry,Missouri,6571
"Greene, Missouri",29077,Greene,Missouri,293086
"Grundy, Missouri",29079,Grundy,Missouri,9850
"Harrison, Missouri",29081,Harrison,Missouri,8352
"Henry, Missouri",29083,Henry,Missouri,21824
"Hickory, Missouri",29085,Hickory,Missouri,9544
"Holt, Missouri",29087,Holt,Missouri,4403
"Howard, Missouri",29089,Howard,Missouri,10001
"Howell, Missouri",29091,Howell,Missouri,40117
"Iron, Missouri",29093,Iron,Missouri,10125
"Jackson, Missouri",29095,Jackson,Missouri,703011
"Jasper, Missouri",29097,Jasper,Missouri,121328
"Jefferson, Missouri",29099,Jefferson,Missouri,225081
"Johnson, Missouri",29101,Johnson,Missouri,54062
"Knox, Missouri",29103,Knox,Missouri,3959
"Laclede, Missouri",29105,Laclede,Missouri,35723
"Lafayette, Missouri",29107,Lafayette,Missouri,32708
"Lawrence, Missouri",29109,Lawrence,Missouri,38355
"Lewis, Missouri",29111,Lewis,Missouri,9776
"Lincoln, Missouri",29113,Lincoln,Missouri,59013
"Linn, Missouri",29115,Linn,Missouri,11920
"Livingston, Missouri",29117,Livingston,Missouri,15227
"McDonald, Missouri",29119,McDonald,Missouri,22837
"Macon, Missouri",29121,Macon,Missouri,15117
"Madison, Missouri",29123,Madison,Missouri,12088
"Maries, Missouri",29125,Maries,Missouri,8697
"Marion, Missouri",29127,Marion,Missouri,28530
"Mercer, Missouri",29129,Mercer,Missouri,3617
"Miller, Missouri",29131,Miller,Missouri,25619
"Mississippi, Missouri",29133,Mississippi,Missouri,13180
"Moniteau, Missouri",29135,Moniteau,Missouri,16132
"Monroe, Missouri",29137,Monroe,Missouri,8644
"Montgomery, Missouri",29139,Montgomery,Missouri,11551
"Morgan, Missouri",29141,Morgan,Missouri,20627
"New Madrid, Missouri",29143,New Madrid,Missouri,17076
"Newton, Missouri",29145,Newton,Missouri,58236
"Nodaway, Missouri",29147,Nodaway,Missouri,22092
"Oregon, Missouri",29149,Oregon,Missouri,10529
"Osage, Missouri",29151,Osage,Missouri,13615
"Ozark, Missouri",29153,Ozark,Missouri,9174
"Pemiscot, Missouri",29155,Pemiscot,Missouri,15805
"Perry, Missouri",29157,Perry,Missouri,19136
"Pettis, Missouri",29159,Pettis,Missouri,42339
"Phelps, Missouri",29161,Phelps,Missouri,44573
"Pike, Missouri",29163,Pike,Missouri,18302
"Platte, Missouri",29165,Platte,Missouri,104418
"Polk, Missouri",29167,Polk,Missouri,32149
"Pulaski, Missouri",29169,Pulaski,Missouri,52607
"Putnam, Missouri",29171,Putnam,Missouri,4696
"Ralls, Missouri",29173,Ralls,Missouri,10309
"Randolph, Missouri",29175,Randolph,Missouri,24748
"Ray, Missouri",29177,Ray,Missouri,23018
"Reynolds, Missouri",29179,Reynolds,Missouri,6270
"Ripley, Missouri",29181,Ripley,Missouri,13288
"St. Charles, Missouri",29183,St. Charles,Missouri,402022
"St. Clair, Missouri",29185,St. Clair,Missouri,9397
"Ste. Genevieve, Missouri",29186,Ste. Genevieve,Missouri,17894
"St. Francois, Missouri",29187,St. Francois,Missouri,67215
"St. Louis, Missouri",29189,St. Louis,Missouri,994205
"Saline, Missouri",29195,Saline,Missouri,22761
"Schuyler, Missouri",29197,Schuyler,Missouri,4660
"Scotland, Missouri",29199,Scotland,Missouri,4902
"Scott, Missouri",29201,Scott,Missouri,38280
"Shannon, Missouri",29203,Shannon,Missouri,8166
"Shelby, Missouri",29205,Shelby,Missouri,5930
"Stoddard, Missouri",29207,Stoddard,Missouri,29025
"Stone, Missouri",29209,Stone,Missouri,31952
"Sullivan, Missouri",29211,Sullivan,Missouri,6089
"Taney, Missouri",29213,Taney,Missouri,55928
"Texas, Missouri",29215,Texas,Missouri,25398
"Vernon, Missouri",29217,Vernon,Missouri,20563
"Warren, Missouri",29219,Warren,Missouri,35649
"Washington, Missouri",29221,Washington,Missouri,24730
"Wayne, Missouri",29223,Wayne,Missouri,12873
"Webster, Missouri",29225,Webster,Missouri,39592
"Worth, Missouri",29227,Worth,Missouri,2013
"Wright, Missouri",29229,Wright,Missouri,18289
"St. Louis city, Missouri",29510,St. Louis city,Missouri,300576
"Beaverhead, Montana",30001,Beaverhead,Montana,9453
"Big Horn, Montana",30003,Big Horn,Montana,13319
"Blaine, Montana",30005,Blaine,Montana,6681
"Broadwater, Montana",30007,Broadwater,Montana,6237
"Carbon, Montana",30009,Carbon,Montana,10725
"Carter, Montana",30011,Carter,Montana,1252
"Cascade, Montana",30013,Cascade,Montana,81366
"Chouteau, Montana",30015,Chouteau,Montana,5635
"Custer, Montana",30017,Custer,Montana,11402
"Daniels, Montana",30019,Daniels,Montana,1690
"Dawson, Montana",30021,Dawson,Montana,8613
"Deer Lodge, Montana",30023,Deer Lodge,Montana,9140
"Fallon, Montana",30025,Fallon,Montana,2846
"Fergus, Montana",30027,Fergus,Montana,11050
"Flathead, Montana",30029,Flathead,Montana,103806
"Gallatin, Montana",30031,Gallatin,Montana,114434
"Garfield, Montana",30033,Garfield,Montana,1258
"Glacier, Montana",30035,Glacier,Montana,13753
"Golden Valley, Montana",30037,Golden Valley,Montana,821
"Granite, Montana",30039,Granite,Montana,3379
"Hill, Montana",30041,Hill,Montana,16484
"Jefferson, Montana",30043,Jefferson,Montana,12221
"Judith Basin, Montana",30045,Judith Basin,Montana,2007
"Lake, Montana",30047,Lake,Montana,30458
"Lewis and Clark, Montana",30049,Lewis and Clark,Montana,69432
"Liberty, Montana",30051,Liberty,Montana,2337
"Lincoln, Montana",30053,Lincoln,Montana,19980
"McCone, Montana",30055,McCone,Montana,1664
"Madison, Montana",30057,Madison,Montana,8600
"Meagher, Montana",30059,Meagher,Montana,1862
"Mineral, Montana",30061,Mineral,Montana,4397
"Missoula, Montana",30063,Missoula,Montana,119600
"Musselshell, Montana",30065,Musselshell,Montana,4633
"Park, Montana",30067,Park,Montana,16606
"Petroleum, Montana",30069,Petroleum,Montana,487
"Phillips, Montana",30071,Phillips,Montana,3954
"Pondera, Montana",30073,Pondera,Montana,5911
"Powder River, Montana",30075,Powder River,Montana,1682
"Powell, Montana",30077,Powell,Montana,6890
"Prairie, Montana",30079,Prairie,Montana,1077
"Ravalli, Montana",30081,Ravalli,Montana,43806
"Richland, Montana",30083,Richland,Montana,10803
"Roosevelt, Montana",30085,Roosevelt,Montana,11004
"Rosebud, Montana",30087,Rosebud,Montana,8937
"Sanders, Montana",30089,Sanders,Montana,12113
"Sheridan, Montana",30091,Sheridan,Montana,3309
"Silver Bow, Montana",30093,Silver Bow,Montana,34915
"Stillwater, Montana",30095,Stillwater,Montana,9642
"Sweet Grass, Montana",30097,Sweet Grass,Montana,3737
"Teton, Montana",30099,Teton,Montana,6147
"Toole, Montana",30101,Toole,Montana,4736
"Treasure, Montana",30103,Treasure,Montana,696
"Valley, Montana",30105,Valley,Montana,7396
"Wheatland, Montana",30107,Wheatland,Montana,2126
"Wibaux, Montana",30109,Wibaux,Montana,969
"Yellowstone, Montana",30111,Yellowstone,Montana,161300
"Adams, Nebraska",31001,Adams,Nebraska,31363
"Antelope, Nebraska",31003,Antelope,Nebraska,6298
"Arthur, Nebraska",31005,Arthur,Nebraska,463
"Banner, Nebraska",31007,Banner,Nebraska,745
"Blaine, Nebraska",31009,Blaine,Nebraska,465
"Boone, Nebraska",31011,Boone,Nebraska,5192
"Box Butte, Nebraska",31013,Box Butte,Nebraska,10783
"Boyd, Nebraska",31015,Boyd,Nebraska,1919
"Brown, Nebraska",31017,Brown,Nebraska,2955
"Buffalo, Nebraska",31019,Buffalo,Nebraska,49659
"Burt, Nebraska",31021,Burt,Nebraska,6459
"Butler, Nebraska",31023,Butler,Nebraska,8016
"Cass, Nebraska",31025,Cass,Nebraska,26248
"Cedar, Nebraska",31027,Cedar,Nebraska,8402
"Chase, Nebraska",31029,Chase,Nebraska,3924
"Cherry, Nebraska",31031,Cherry,Nebraska,5689
"Cheyenne, Nebraska",31033,Cheyenne,Nebraska,8910
"Clay, Nebraska",31035,Clay,Nebraska,6203
"Colfax, Nebraska",31037,Colfax,Nebraska,10709
"Cuming, Nebraska",31039,Cuming,Nebraska,8846
"Custer, Nebraska",31041,Custer,Nebraska,10777
"Dakota, Nebraska",31043,Dakota,Nebraska,20026
"Dawes, Nebraska",31045,Dawes,Nebraska,8589
"Dawson, Nebraska",31047,Dawson,Nebraska,23595
"Deuel, Nebraska",31049,Deuel,Nebraska,1794
"Dixon, Nebraska",31051,Dixon,Nebraska,5636
"Dodge, Nebraska",31053,Dodge,Nebraska,36565
"Douglas, Nebraska",31055,Douglas,Nebraska,571327
"Dundy, Nebraska",31057,Dundy,Nebraska,1693
"Fillmore, Nebraska",31059,Fillmore,Nebraska,5462
"Franklin, Nebraska",31061,Franklin,Nebraska,2979
"Frontier, Nebraska",31063,Frontier,Nebraska,2627
"Furnas, Nebraska",31065,Furnas,Nebraska,4676
"Gage, Nebraska",31067,Gage,Nebraska,21513
"Garden, Nebraska",31069,Garden,Nebraska,1837
"Garfield, Nebraska",31071,Garfield,Nebraska,1969
"Gosper, Nebraska",31073,Gosper,Nebraska,1990
"Grant, Nebraska",31075,Grant,Nebraska,623
"Greeley, Nebraska",31077,Greeley,Nebraska,2356
"Hall, Nebraska",31079,Hall,Nebraska,61353
"Hamilton, Nebraska",31081,Hamilton,Nebraska,9324
"Harlan, Nebraska",31083,Harlan,Nebraska,3380
"Hayes, Nebraska",31085,Hayes,Nebraska,922
"Hitchcock, Nebraska",31087,Hitchcock,Nebraska,2762
"Holt, Nebraska",31089,Holt,Nebraska,10067
"Hooker, Nebraska",31091,Hooker,Nebraska,682
"Howard, Nebraska",31093,Howard,Nebraska,6445
"Jefferson, Nebraska",31095,Jefferson,Nebraska,7046
"Johnson, Nebraska",31097,Johnson,Nebraska,5071
"Kearney, Nebraska",31099,Kearney,Nebraska,6495
"Keith, Nebraska",31101,Keith,Nebraska,8034
"Keya Paha, Nebraska",31103,Keya Paha,Nebraska,806
"Kimball, Nebraska",31105,Kimball,Nebraska,3632
"Knox, Nebraska",31107,Knox,Nebraska,8332
"Lancaster, Nebraska",31109,Lancaster,Nebraska,319090
"Lincoln, Nebraska",31111,Lincoln,Nebraska,34914
"Logan, Nebraska",31113,Logan,Nebraska,748
"Loup, Nebraska",31115,Loup,Nebraska,664
"McPherson, Nebraska",31117,McPherson,Nebraska,494
"Madison, Nebraska",31119,Madison,Nebraska,35099
"Merrick, Nebraska",31121,Merrick,Nebraska,7755
"Morrill, Nebraska",31123,Morrill,Nebraska,4642
"Nance, Nebraska",31125,Nance,Nebraska,3519
"Nemaha, Nebraska",31127,Nemaha,Nebraska,6972
"Nuckolls, Nebraska",31129,Nuckolls,Nebraska,4148
"Otoe, Nebraska",31131,Otoe,Nebraska,16012
"Pawnee, Nebraska",31133,Pawnee,Nebraska,2613
"Perkins, Nebraska",31135,Perkins,Nebraska,2891
"Phelps, Nebraska",31137,Phelps,Nebraska,9034
"Pierce, Nebraska",31139,Pierce,Nebraska,7148
"Platte, Nebraska",31141,Platte,Nebraska,33470
"Polk, Nebraska",31143,Polk,Nebraska,5213
"Red Willow, Nebraska",31145,Red Willow,Nebraska,10724
"Richardson, Nebraska",31147,Richardson,Nebraska,7865
"Rock, Nebraska",31149,Rock,Nebraska,1357
"Saline, Nebraska",31151,Saline,Nebraska,14224
"Sarpy, Nebraska",31153,Sarpy,Nebraska,187196
"Saunders, Nebraska",31155,Saunders,Nebraska,21578
"Scotts Bluff, Nebraska",31157,Scotts Bluff,Nebraska,35618
"Seward, Nebraska",31159,Seward,Nebraska,17284
"Sheridan, Nebraska",31161,Sheridan,Nebraska,5246
"Sherman, Nebraska",31163,Sherman,Nebraska,3001
"Sioux, Nebraska",31165,Sioux,Nebraska,1166
"Stanton, Nebraska",31167,Stanton,Nebraska,5920
"Thayer, Nebraska",31169,Thayer,Nebraska,5003
"Thomas, Nebraska",31171,Thomas,Nebraska,722
"Thurston, Nebraska",31173,Thurston,Nebraska,7224
"Valley, Nebraska",31175,Valley,Nebraska,4158
"Washington, Nebraska",31177,Washington,Nebraska,20729
"Wayne, Nebraska",31179,Wayne,Nebraska,9385
"Webster, Nebraska",31181,Webster,Nebraska,3487
"Wheeler, Nebraska",31183,Wheeler,Nebraska,783
"York, Nebraska",31185,York,Nebraska,13679
"Churchill, Nevada",32001,Churchill,Nevada,24909
"Clark, Nevada",32003,Clark,Nevada,2266715
"Douglas, Nevada",32005,Douglas,Nevada,48905
"Elko, Nevada",32007,Elko,Nevada,52778
"Esmeralda, Nevada",32009,Esmeralda,Nevada,873
"Eureka, Nevada",32011,Eureka,Nevada,2029
"Humboldt, Nevada",32013,Humboldt,Nevada,16831
"Lander, Nevada",32015,Lander,Nevada,5532
"Lincoln, Nevada",32017,Lincoln,Nevada,5183
"Lyon, Nevada",32019,Lyon,Nevada,57510
"Mineral, Nevada",32021,Mineral,Nevada,4505
"Nye, Nevada",32023,Nye,Nevada,46523
"Pershing, Nevada",32027,Pershing,Nevada,6725
"Storey, Nevada",32029,Storey,Nevada,4123
"Washoe, Nevada",32031,Washoe,Nevada,471519
"White Pine, Nevada",32033,White Pine,Nevada,9580
"Carson City, Nevada",32510,Carson City,Nevada,55916
"Belknap, New Hampshire",33001,Belknap,New Hampshire,61303
"Carroll, New Hampshire",33003,Carroll,New Hampshire,48910
"Cheshire, New Hampshire",33005,Cheshire,New Hampshire,76085
"Coos, New Hampshire",33007,Coos,New Hampshire,31563
"Grafton, New Hampshire",33009,Grafton,New Hampshire,89886
"Hillsborough, New Hampshire",33011,Hillsborough,New Hampshire,417025
"Merrimack, New Hampshire",33013,Merrimack,New Hampshire,151391
"Rockingham, New Hampshire",33015,Rockingham,New Hampshire,309769
"Strafford, New Hampshire",33017,Strafford,New Hampshire,130633
"Sullivan, New Hampshire",33019,Sullivan,New Hampshire,43146
"Atlantic, New Jersey",34001,Atlantic,New Jersey,263670
"Bergen, New Jersey",34003,Bergen,New Jersey,932202
"Burlington, New Jersey",34005,Burlington,New Jersey,445349
"Camden, New Jersey",34007,Camden,New Jersey,506471
"Cape May, New Jersey",34009,Cape May,New Jersey,92039
"Cumberland, New Jersey",34011,Cumberland,New Jersey,149527
"Essex, New Jersey",34013,Essex,New Jersey,798975
"Gloucester, New Jersey",34015,Gloucester,New Jersey,291636
"Hudson, New Jersey",34017,Hudson,New Jersey,672391
"Hunterdon, New Jersey",34019,Hunterdon,New Jersey,124371
"Mercer, New Jersey",34021,Mercer,New Jersey,367430
"Middlesex, New Jersey",34023,Middlesex,New Jersey,825062
"Monmouth, New Jersey",34025,Monmouth,New Jersey,618795
"Morris, New Jersey",34027,Morris,New Jersey,491845
"Ocean, New Jersey",34029,Ocean,New Jersey,607186
"Passaic, New Jersey",34031,Passaic,New Jersey,501826
"Salem, New Jersey",34033,Salem,New Jersey,62385
"Somerset, New Jersey",34035,Somerset,New Jersey,328934
"Sussex, New Jersey",34037,Sussex,New Jersey,140488
"Union, New Jersey",34039,Union,New Jersey,556341
"Warren, New Jersey",34041,Warren,New Jersey,105267
"Bernalillo, New Mexico",35001,Bernalillo,New Mexico,679121
"Catron, New Mexico",35003,Catron,New Mexico,3527
"Chaves, New Mexico",35005,Chaves,New Mexico,64615
"Cibola, New Mexico",35006,Cibola,New Mexico,26675
"Colfax, New Mexico",35007,Colfax,New Mexico,11941
"Curry, New Mexico",35009,Curry,New Mexico,48954
"De Baca, New Mexico",35011,De Baca,New Mexico,1748
"Doña Ana, New Mexico",35013,Doña Ana,New Mexico,218195
"Eddy, New Mexico",35015,Eddy,New Mexico,58460
"Grant, New Mexico",35017,Grant,New Mexico,26998
"Guadalupe, New Mexico",35019,Guadalupe,New Mexico,4300
"Harding, New Mexico",35021,Harding,New Mexico,625
"Hidalgo, New Mexico",35023,Hidalgo,New Mexico,4198
"Lea, New Mexico",35025,Lea,New Mexico,71070
"Lincoln, New Mexico",35027,Lincoln,New Mexico,19572
"Los Alamos, New Mexico",35028,Los Alamos,New Mexico,19369
"Luna, New Mexico",35029,Luna,New Mexico,23709
"McKinley, New Mexico",35031,McKinley,New Mexico,71367
"Mora, New Mexico",35033,Mora,New Mexico,4521
"Otero, New Mexico",35035,Otero,New Mexico,67490
"Quay, New Mexico",35037,Quay,New Mexico,8253
"Rio Arriba, New Mexico",35039,Rio Arriba,New Mexico,38921
"Roosevelt, New Mexico",35041,Roosevelt,New Mexico,18500
"Sandoval, New Mexico",35043,Sandoval,New Mexico,146748
"San Juan, New Mexico",35045,San Juan,New Mexico,123958
"San Miguel, New Mexico",35047,San Miguel,New Mexico,27277
"Santa Fe, New Mexico",35049,Santa Fe,New Mexico,150358
"Sierra, New Mexico",35051,Sierra,New Mexico,10791
"Socorro, New Mexico",35053,Socorro,New Mexico,16637
"Taos, New Mexico",35055,Taos,New Mexico,32723
"Torrance, New Mexico",35057,Torrance,New Mexico,15461
"Union, New Mexico",35059,Union,New Mexico,4059
"Valencia, New Mexico",35061,Valencia,New Mexico,76688
"Albany, New York",36001,Albany,New York,305506
"Allegany, New York",36003,Allegany,New York,46091
"Bronx, New York",36005,Bronx,New York,1418207
"Broome, New York",36007,Broome,New York,190488
"Cattaraugus, New York",36009,Cattaraugus,New York,76117
"Cayuga, New York",36011,Cayuga,New York,76576
"Chautauqua, New York",36013,Chautauqua,New York,126903
"Chemung, New York",36015,Chemung,New York,83456
"Chenango, New York",36017,Chenango,New York,47207
"Clinton, New York",36019,Clinton,New York,80485
"Columbia, New York",36021,Columbia,New York,59461
"Cortland, New York",36023,Cortland,New York,47581
"Delaware, New York",36025,Delaware,New York,44135
"Dutchess, New York",36027,Dutchess,New York,294218
"Erie, New York",36029,Erie,New York,918702
"Essex, New York",36031,Essex,New York,36885
"Franklin, New York",36033,Franklin,New York,50022
"Fulton, New York",36035,Fulton,New York,53383
"Genesee, New York",36037,Genesee,New York,57280
"Greene, New York",36039,Greene,New York,47188
"Hamilton, New York",36041,Hamilton,New York,4416
"Herkimer, New York",36043,Herkimer,New York,61319
"Jefferson, New York",36045,Jefferson,New York,109834
"Kings, New York",36047,Kings,New York,2559903
"Lewis, New York",36049,Lewis,New York,26296
"Livingston, New York",36051,Livingston,New York,62914
"Madison, New York",36053,Madison,New York,70941
"Monroe, New York",36055,Monroe,New York,741770
"Montgomery, New York",36057,Montgomery,New York,49221
"Nassau, New York",36059,Nassau,New York,1356924
"New York, New York",36061,New York,New York,1628706
"Niagara, New York",36063,Niagara,New York,209281
"Oneida, New York",36065,Oneida,New York,228671
"Onondaga, New York",36067,Onondaga,New York,460528
"Ontario, New York",36069,Ontario,New York,109777
"Orange, New York",36071,Orange,New York,384940
"Orleans, New York",36073,Orleans,New York,40352
"Oswego, New York",36075,Oswego,New York,117124
"Otsego, New York",36077,Otsego,New York,59493
"Putnam, New York",36079,Putnam,New York,98320
"Queens, New York",36081,Queens,New York,2253858
"Rensselaer, New York",36083,Rensselaer,New York,158714
"Richmond, New York",36085,Richmond,New York,476143
"Rockland, New York",36087,Rockland,New York,325789
"St. Lawrence, New York",36089,St. Lawrence,New York,107740
"Saratoga, New York",36091,Saratoga,New York,229863
"Schenectady, New York",36093,Schenectady,New York,155299
"Schoharie, New York",36095,Schoharie,New York,30999
"Schuyler, New York",36097,Schuyler,New York,17807
"Seneca, New York",36099,Seneca,New York,34016
"Steuben, New York",36101,Steuben,New York,95379
"Suffolk, New York",36103,Suffolk,New York,1476601
"Sullivan, New York",36105,Sullivan,New York,75432
"Tioga, New York",36107,Tioga,New York,48203
"Tompkins, New York",36109,Tompkins,New York,102180
"Ulster, New York",36111,Ulster,New York,177573
"Warren, New York",36113,Warren,New York,63944
"Washington, New York",36115,Washington,New York,61204
"Wayne, New York",36117,Wayne,New York,89918
"Westchester, New York",36119,Westchester,New York,967506
"Wyoming, New York",36121,Wyoming,New York,39859
"Yates, New York",36123,Yates,New York,24913
"Alamance, North Carolina",37001,Alamance,North Carolina,169509
"Alexander, North Carolina",37003,Alexander,North Carolina,37497
"Alleghany, North Carolina",37005,Alleghany,North Carolina,11137
"Anson, North Carolina",37007,Anson,North Carolina,24446
"Ashe, North Carolina",37009,Ashe,North Carolina,27203
"Avery, North Carolina",37011,Avery,North Carolina,17557
"Beaufort, North Carolina",37013,Beaufort,North Carolina,46994
"Bertie, North Carolina",37015,Bertie,North Carolina,18947
"Bladen, North Carolina",37017,Bladen,North Carolina,32722
"Brunswick, North Carolina",37019,Brunswick,North Carolina,142820
"Buncombe, North Carolina",37021,Buncombe,North Carolina,261191
"Burke, North Carolina",37023,Burke,North Carolina,90485
"Cabarrus, North Carolina",37025,Cabarrus,North Carolina,216453
"Caldwell, North Carolina",37027,Caldwell,North Carolina,82178
"Camden, North Carolina",37029,Camden,North Carolina,10867
"Carteret, North Carolina",37031,Carteret,North Carolina,69473
"Caswell, North Carolina",37033,Caswell,North Carolina,22604
"Catawba, North Carolina",37035,Catawba,North Carolina,159551
"Chatham, North Carolina",37037,Chatham,North Carolina,74470
"Cherokee, North Carolina",37039,Cherokee,North Carolina,28612
"Chowan, North Carolina",37041,Chowan,North Carolina,13943
"Clay, North Carolina",37043,Clay,North Carolina,11231
"Cleveland, North Carolina",37045,Cleveland,North Carolina,97947
"Columbus, North Carolina",37047,Columbus,North Carolina,55508
"Craven, North Carolina",37049,Craven,North Carolina,102139
"Cumberland, North Carolina",37051,Cumberland,North Carolina,335509
"Currituck, North Carolina",37053,Currituck,North Carolina,27763
"Dare, North Carolina",37055,Dare,North Carolina,37009
"Davidson, North Carolina",37057,Davidson,North Carolina,167609
"Davie, North Carolina",37059,Davie,North Carolina,42846
"Duplin, North Carolina",37061,Duplin,North Carolina,58741
"Durham, North Carolina",37063,Durham,North Carolina,321488
"Edgecombe, North Carolina",37065,Edgecombe,North Carolina,51472
"Forsyth, North Carolina",37067,Forsyth,North Carolina,382295
"Franklin, North Carolina",37069,Franklin,North Carolina,69685
"Gaston, North Carolina",37071,Gaston,North Carolina,224529
"Gates, North Carolina",37073,Gates,North Carolina,11562
"Graham, North Carolina",37075,Graham,North Carolina,8441
"Granville, North Carolina",37077,Granville,North Carolina,60443
"Greene, North Carolina",37079,Greene,North Carolina,21069
"Guilford, North Carolina",37081,Guilford,North Carolina,537174
"Halifax, North Carolina",37083,Halifax,North Carolina,50010
"Harnett, North Carolina",37085,Harnett,North Carolina,135976
"Haywood, North Carolina",37087,Haywood,North Carolina,62317
"Henderson, North Carolina",37089,Henderson,North Carolina,117417
"Hertford, North Carolina",37091,Hertford,North Carolina,23677
"Hoke, North Carolina",37093,Hoke,North Carolina,55234
"Hyde, North Carolina",37095,Hyde,North Carolina,4937
"Iredell, North Carolina",37097,Iredell,North Carolina,181806
"Jackson, North Carolina",37099,Jackson,North Carolina,43938
"Johnston, North Carolina",37101,Johnston,North Carolina,209339
"Jones, North Carolina",37103,Jones,North Carolina,9419
"Lee, North Carolina",37105,Lee,North Carolina,61779
"Lenoir, North Carolina",37107,Lenoir,North Carolina,55949
"Lincoln, North Carolina",37109,Lincoln,North Carolina,86111
"McDowell, North Carolina",37111,McDowell,North Carolina,45756
"Macon, North Carolina",37113,Macon,North Carolina,35858
"Madison, North Carolina",37115,Madison,North Carolina,21755
"Martin, North Carolina",37117,Martin,North Carolina,22440
"Mecklenburg, North Carolina",37119,Mecklenburg,North Carolina,1110356
"Mitchell, North Carolina",37121,Mitchell,North Carolina,14964
"Montgomery, North Carolina",37123,Montgomery,North Carolina,27173
"Moore, North Carolina",37125,Moore,North Carolina,100880
"Nash, North Carolina",37127,Nash,North Carolina,94298
"New Hanover, North Carolina",37129,New Hanover,North Carolina,234473
"Northampton, North Carolina",37131,Northampton,North Carolina,19483
"Onslow, North Carolina",37133,Onslow,North Carolina,197938
"Orange, North Carolina",37135,Orange,North Carolina,148476
"Pamlico, North Carolina",37137,Pamlico,North Carolina,12726
"Pasquotank, North Carolina",37139,Pasquotank,North Carolina,39824
"Pender, North Carolina",37141,Pender,North Carolina,63060
"Perquimans, North Carolina",37143,Perquimans,North Carolina,13463
"Person, North Carolina",37145,Person,North Carolina,39490
"Pitt, North Carolina",37147,Pitt,North Carolina,180742
"Polk, North Carolina",37149,Polk,North Carolina,20724
"Randolph, North Carolina",37151,Randolph,North Carolina,143667
"Richmond, North Carolina",37153,Richmond,North Carolina,44829
"Robeson, North Carolina",37155,Robeson,North Carolina,130625
"Rockingham, North Carolina",37157,Rockingham,North Carolina,91010
"Rowan, North Carolina",37159,Rowan,North Carolina,142088
"Rutherford, North Carolina",37161,Rutherford,North Carolina,67029
"Sampson, North Carolina",37163,Sampson,North Carolina,63531
"Scotland, North Carolina",37165,Scotland,North Carolina,34823
"Stanly, North Carolina",37167,Stanly,North Carolina,62806
"Stokes, North Carolina",37169,Stokes,North Carolina,45591
"Surry, North Carolina",37171,Surry,North Carolina,71783
"Swain, North Carolina",37173,Swain,North Carolina,14271
"Transylvania, North Carolina",37175,Transylvania,North Carolina,34385
"Tyrrell, North Carolina",37177,Tyrrell,North Carolina,4016
"Union, North Carolina",37179,Union,North Carolina,239859
"Vance, North Carolina",37181,Vance,North Carolina,44535
"Wake, North Carolina",37183,Wake,North Carolina,1111761
"Warren, North Carolina",37185,Warren,North Carolina,19731
"Washington, North Carolina",37187,Washington,North Carolina,11580
"Watauga, North Carolina",37189,Watauga,North Carolina,56177
"Wayne, North Carolina",37191,Wayne,North Carolina,123131
"Wilkes, North Carolina",37193,Wilkes,North Carolina,68412
"Wilson, North Carolina",37195,Wilson,North Carolina,81801
"Yadkin, North Carolina",37197,Yadkin,North Carolina,37667
"Yancey, North Carolina",37199,Yancey,North Carolina,18069
"Adams, North Dakota",38001,Adams,North Dakota,2216
"Barnes, North Dakota",38003,Barnes,North Dakota,10415
"Benson, North Dakota",38005,Benson,North Dakota,6832
"Billings, North Dakota",38007,Billings,North Dakota,928
"Bottineau, North Dakota",38009,Bottineau,North Dakota,6282
"Bowman, North Dakota",38011,Bowman,North Dakota,3024
"Burke, North Dakota",38013,Burke,North Dakota,2115
"Burleigh, North Dakota",38015,Burleigh,North Dakota,95626
"Cass, North Dakota",38017,Cass,North Dakota,181923
"Cavalier, North Dakota",38019,Cavalier,North Dakota,3762
"Dickey, North Dakota",38021,Dickey,North Dakota,4872
"Divide, North Dakota",38023,Divide,North Dakota,2264
"Dunn, North Dakota",38025,Dunn,North Dakota,4424
"Eddy, North Dakota",38027,Eddy,North Dakota,2287
